id,text,label
3048,Die... Now i have e toot fringe again...,0
3049,Lol they don't know about my awesome phone. I could click delete right now if I want.,0
3050,Ok,0
3051,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",0
3052,Please leave this topic..sorry for telling that..,0
3053,Pls send me the correct name da.,0
3054,What happened to our yo date?,0
3055,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1
3056,Webpage s not available!,0
3057,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0
3058,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1
3059,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0
3060,K..k...from tomorrow onwards started ah?,0
3061,What u talking bout early morning? It's almost noon where your at!,0
3062,Fine. Do you remember me.,0
3063,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1
3064,Ok. How many should i buy.,0
3065,"Sounds good, keep me posted",0
3066,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1
3067,Ok. So april. Cant wait,0
3068,Boy you best get yo ass out here quick,0
3069,Ay wana meet on sat?Ì_ wkg on sat?,0
3070,I'm now but have to wait till 2 for the bus to pick me.,0
3071,Apart from the one i told you about yesterday?,0
3072,Ok lor... But buy wat?,0
3073,Somebody should go to andros and steal ice,0
3074,Don know. I did't msg him recently.,0
3075,Take us out shopping and Mark will distract Isaiah.=D,0
3076,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0
3077,There is no sense in my foot and penis.,0
3078,Okay but i thought you were the expert,0
3079,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0
3080,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0
3081,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0
3082,"And very importantly, all we discuss is between u and i only.",0
3083,K..k:)how about your training process?,0
3084,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0
3085,In da car park ,0
3086,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0
3087,So i asked how's anthony. Dad. And your bf,0
3088,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0
3089,What Today-sunday..sunday is holiday..so no work..,0
3090,Am going to take bath ill place the key in window:-),0
3091,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1
3092,"Dear, take care. I am just reaching home.love u a lot.",0
3093,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
3094,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0
3095,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0
3096,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0
3097,"Yo, you at jp and hungry like a mofo?",0
3098,This is all just creepy and crazy to me.,0
3099,Ok... I din get ur msg...,0
3100,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
3101,Pathaya enketa maraikara pa',0
3102,Even if he my friend he is a priest call him now,0
3103,"U so lousy, run already come back then half dead... Hee...",0
3104,That's y i said it's bad dat all e gals know u... Wat u doing now?,0
3105,Or remind me in a few hrs.,0
3106,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0
3107,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0
3108,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0
3109,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,0
3110,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1
3111,Short But Cute : \ Be a good person ,0
3112,Just haven't decided where yet eh ?,0
3113,"Wat time liao, where still got.",0
3114,Yes watching footie but worried we're going to blow it - Phil Neville?,0
3115,I wait 4 Ì_ inside da car park...,0
3116,Uncle Abbey! Happy New Year. Abiola,0
3117,Now am free call me pa.,0
3118,R u saying i should re order the slippers cos i had to pay for returning it.,0
3119,Stop knowing me so well!,0
3120,Good evening! this is roger. How are you?,0
3121,Small problem in auction:)punj now asking tiwary,0
3122,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
3123,He telling not to tell any one. If so treat for me hi hi hi,0
3124,My uncles in Atlanta. Wish you guys a great semester.,0
3125,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1
3126,U coming 2 pick me?,0
3127,Thats cool. i liked your photos. You are very sexy!,0
3128,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0
3129,"Haha better late than ever, any way I could swing by?",0
3130,Ok. But i finish at 6.,0
3131,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1
3132,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0
3133,So no messages. Had food?,0
3134,Ok going to sleep. Hope i can meet her.,0
3135,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
3136,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,0
3137,You're right I have now that I think about it,0
3138,Wat r u doing now?,0
3139,Is ur lecture over?,0
3140,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1
3141,Customer place i will call you,0
3142,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0
3143,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0
3144,"Haha I heard that, text me when you're around",0
3145,I.ll get there tomorrow and send it to you,0
3146,\SHIT BABE.. THASA BIT MESSED UP.YEH,0
3147,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0
3148,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",0
3149,"Sorry,  in meeting I'll call you later",0
3150,Yo! Howz u? girls never rang after india. L,0
3151,Yeah but which is worse for i,0
3152,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
3153,I tagged MY friends that you seemed to count as YOUR friends.,0
3154,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1
3155,Ok...,0
3156,Long time. You remember me today.,0
3157,Havent shopping now lor i juz arrive only,0
3158,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0
3159,Are you up for the challenge? I know i am :),0
3160,How much did ur hdd casing cost.,0
3161,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
3162,I can't describe how lucky you are that I'm actually awake by noon,0
3163,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1
3164,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0
3165,Cheers for the card ... Is it that time of year already?,0
3166,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
3167,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
3168,Ugh hopefully the asus ppl dont randomly do a reformat.,0
3169,"Haven't seen my facebook, huh? Lol!",0
3170,"Mah b, I'll pick it up tomorrow",0
3171,Still otside le..u come 2morrow maga..,0
3172,Do u still have plumbers tape and a wrench we could borrow?,0
3173,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1
3174,It vl bcum more difficult..,0
3175,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1
3176,Havent still waitin as usual... ÌÏ come back sch oredi?,0
3177,In meeting da. I will call you,0
3178,K k :-):-) then watch some films.,0
3179,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
3180,There the size of elephant tablets & u shove um up ur ass!!,0
3181,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0
3182,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
3183,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,0
3184,Good morning pookie pie! Lol hope I didn't wake u up,0
3185,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0
3186,Happy birthday to you....dear.with lots of love.rakhesh NRI,0
3187,Howz that persons story,0
3188,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1
3189,X2  &lt;#&gt; . Are you going to get that,0
3190,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,0
3191,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,1
3192,Is ur paper today in e morn or aft?,0
3193,I will lick up every drop :) are you ready to use your mouth as well?,0
3194,And you! Will expect you whenever you text! Hope all goes well tomo ,0
3195,Great. P diddy is my neighbor and comes for toothpaste every morning,0
3196,"I av a new number,  . Wil u only use this one,ta.",0
3197,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0
3198,7 lor... Change 2 suntec... Wat time u coming?,0
3199,No de.am seeing in online shop so that i asked.,0
3200,Just curious because my cuz asked what I was up to,0
3201,Nice.nice.how is it working?,0
3202,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0
3203,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0
3204,She's good. How are you. Where r u working now,0
3205,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",0
3206,At home also.,0
3207,This phone has the weirdest auto correct.,0
3208,Oops my phone died and I didn't even know. Yeah I like it better.,0
3209,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0
3210,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
3211,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0
3212,We got a divorce. Lol. She.s here,0
3213,What's ur pin?,0
3214,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0
3215,I want snow. It's just freezing and windy.,0
3216,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,1
3217,Come to mahal bus stop.. &lt;DECIMAL&gt;,0
3218,Don know:)this week i'm going to tirunelvai da.,0
3219,Me too baby! I promise to treat you well! I bet you will take good care of me...,0
3220,Its like that hotel dusk game i think. You solve puzzles in a area thing,0
3221,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1
3222,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0
3223,Well that must be a pain to catch,0
3224,Sorry da thangam.it's my mistake.,0
3225,I need... Coz i never go before ,0
3226,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0
3227,Wife.how she knew the time of murder exactly,0
3228,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1
3229,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
3230,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",0
3231,No plm i will come da. On the way.,0
3232,Guess he wants alone time. We could just show up and watch when they do..,0
3233,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0
3234,Yup Ì_ not comin :-(,0
3235,"Yes, princess. Toledo.",0
3236,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0
3237,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0
3238,Good. No swimsuit allowed :),0
3239,Am okay. Will soon be over. All the best,0
3240,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,0
3241,Ok i've sent u da latest version of da project.,0
3242,Good Morning my Dear........... Have a great &amp; successful day.,0
3243,Pls accept me for one day. Or am begging you change the number.,0
3244,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0
3245,"Its ok, if anybody asks abt me, u tel them..:-P",0
3246,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",0
3247,* You gonna ring this weekend or wot?,0
3248,Also track down any lighters you can find,0
3249,"Sorry, I can't help you on this.",0
3250,"Babe, I need your advice",0
3251,"I‰Û÷ll leave around four, ok?",0
3252,Come to medical college at 7pm ......forward it da,0
3253,K:)k..its good:)when are you going?,0
3254,I can make lasagna for you... vodka...,0
3255,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0
3256,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
3257,"No, but you told me you were going, before you got drunk!",0
3258,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,0
3259,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1
3260,I'm always looking for an excuse to be in the city.,0
3261,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0
3262,O shore are you takin the bus,0
3263,So u gonna get deus ex?,0
3264,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,0
3265,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1
3266,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0
3267,Ok then i come n pick u at engin?,0
3268,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0
3269,Raviyog Peripherals bhayandar east,0
3270,K actually can you guys meet me at the sunoco on howard? It should be right on the way,0
3271,You have 1 new voicemail. Please call 08719181513.,1
3272,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0
3273,Just finished eating. Got u a plate. NOT leftovers this time.,0
3274,Thanx a lot...,0
3275,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0
3276,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
3277,Its a great day. Do have yourself a beautiful one.,0
3278,What happened in interview?,0
3279,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
3280,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0
3281,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,0
3282,Hey you around? I've got enough for a half + the ten I owe you,0
3283,Hey tmr maybe can meet you at yck,0
3284,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0
3285,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0
3286,Not to worry. I'm sure you'll get it.,0
3287,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
3288,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",1
3289,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1
3290,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,0
3291,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",0
3292,Dear good morning how you feeling dear,0
3293,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0
3294,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0
3295,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0
3296,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0
3297,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,1
3298,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1
3299,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
3300,Just do what ever is easier for you,0
3301,RCT' THNQ Adrian for U text. Rgds Vatian,1
3302,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0
3303,"It'll be tough, but I'll do what I have to",0
3304,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0
3305,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0
3306,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0
3307,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0
3308,But i'm surprised she still can guess right lor...,0
3309,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,0
3310,Oh ho. Is this the first time u use these type of words,0
3311,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0
3312,I know you are serving. I mean what are you doing now.,0
3313,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",0
3314,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0
3315,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
3316,I know girls always safe and selfish know i got it pa. Thank you. good night.,0
3317,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",0
3318,I'm freezing and craving ice. Fml,0
3319,Kay... Since we are out already ,0
3320,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,0
3321,Yo im right by yo work,0
3322,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0
3323,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
3324,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0
3325,Nope... Juz off from work...,0
3326,Huh so fast... Dat means u havent finished painting?,0
3327, what number do u live at? Is it 11?,0
3328,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0
3329,Sac will score big hundred.he is set batsman:-),0
3330,Send me yetty's number pls.,0
3331,How much it will cost approx . Per month.,0
3332,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0
3333,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1
3334,"That's fine, have him give me a call if he knows what he wants or has any questions",0
3335,"Sorry, got a late start, we're on the way",0
3336,Then u go back urself lor...,0
3337,I AM AT THE GAS STATION. GO THERE.,0
3338,"K, if u bored up just come to my home..",0
3339,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0
3340,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0
3341,Still i have not checked it da. . .,0
3342,You will go to walmart. I.ll stay.,0
3343,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0
3344,Oh great. I.ll disturb him more so that we can talk.,0
3345,Reverse is cheating. That is not mathematics.,0
3346,U're welcome... Caught u using broken english again...,0
3347,No problem baby. Is this is a good time to talk? I called and left a message.,0
3348,"Sorry, I'll call later",0
3349,Oh is it! Which brand?,0
3350,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0
3351,At what time are you coming.,0
3352,Call him and say you not coming today ok and tell them not to fool me like this ok,0
3353,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,0
3354,R u sure they'll understand that! Wine * good idea just had a slurp!,0
3355,Minimum walk is 3miles a day.,0
3356,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,0
3357,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
3358,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
3359,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1
3360,Please attend the phone:),0
3361,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0
3362,No messages on her phone. I'm holding it now,0
3363,Can... I'm free...,0
3364,"Yo my trip got postponed, you still stocked up?",0
3365,"Sorry, I'll call later",0
3366,I am waiting for your call sir.,0
3367,Hey what are you doing. Y no reply pa..,0
3368,"Hey elaine, is today's meeting still on?",0
3369,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
3370,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
3371,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0
3372,And now electricity just went out fml.,0
3373,"Looks like you found something to do other than smoke, great job!",0
3374,Also andros ice etc etc,0
3375,:) ,0
3376,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0
3377,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0
3378,Hows that watch resizing,0
3379,Dear umma she called me now :-),0
3380,Just finished. Missing you plenty,0
3381,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1
3382,"Well, I meant as opposed to my drunken night of before",0
3383,K... Must book a not huh? so going for yoga basic on sunday?,0
3384,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1
3385,Ok can...,0
3386,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0
3387,So u workin overtime nigpun?,0
3388,Same as kallis dismissial in 2nd test:-).,0
3389,O. Guess they both got screwd,0
3390,Please CALL 08712402972 immediately as there is an urgent message waiting for you,1
3391,"I'm in a meeting, call me later at",0
3392,What r u cooking me for dinner?,0
3393,Ok thanx...,0
3394,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0
3395,Then i buy.,0
3396,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1
3397,Heehee that was so funny tho,0
3398,It only does simple arithmetic not percentages.,0
3399,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0
3400,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",1
3401,Thanks honey. Have a great day.,0
3402,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",0
3403,Good night my dear.. Sleepwell&amp;Take care,0
3404,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,0
3405,"Jus chillaxin, what up",0
3406,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",0
3407,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",0
3408,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1
3409,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",0
3410,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
3411,Only once then after ill obey all yours.,0
3412,No she didnt. I will search online and let you know.,0
3413,Where do you need to go to get it?,0
3414,No pic. Please re-send.,0
3415,He remains a bro amongst bros,0
3416,Uhhhhrmm isnt having tb test bad when youre sick,0
3417,But i haf enuff space got like 4 mb...,0
3418,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1
